en,ZZ,DZone,,rss/dzone/home.xml
en,ZZ,DZone,DZone Publications,rss/dzone/publications.xml
es,ES,Marca,,rss/marca/portada.xml
es,ES,Marca,Futbol,rss/marca/primera.xml
es,ES,Marca,Futbol,rss/marca/segunda.xml
es,ES,Marca,Baloncesto,rss/marca/acb.xml
es,ES,Marca,Baloncesto,rss/marca/nba.xml
